track,code,officialRequirement,category,categoryTitle,week,lesson,teachingSection,teachingLevel,guidedPractice,independentPractice,assessmentEvidence,masteryEvidence,laboratoryEvidence,labId,semanticVersion,semanticTeachingVerdict,semanticTeachingSection,semanticAssessmentTask,requiredSubjectKnowledge,visualEvidence,integratedLessonTrack,sourceVersion
CETa,3.5.2,"Analyze biasing voltages for NPN & PNP bipolar transistors, BJTs, JFETs, and MOSFETs",3,Electronic Components,7,"Component families, ratings, magnetism, and machines","W07-CETA-v16.3 · Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-014; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",SEM-3-07-014,"Differentiate BJT and FET control mechanisms; Explain NPN/PNP polarity at a basic level; Define beta and alpha as operating-condition ratios; Differentiate enhancement/depletion MOSFET behavior; Explain VGS(th) is not an RDS(on) guarantee; Identify CMOS, IGBT and Darlington roles",w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.5.3,"Explain beta and alpha, enhance/depletion mode",3,Electronic Components,7,"Component families, ratings, magnetism, and machines","W07-CETA-v16.3 · Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-014; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,"Transistors: BJT, JFET, MOSFET, CMOS, IGBT, and Darlington behavior",SEM-3-07-014,"Differentiate BJT and FET control mechanisms; Explain NPN/PNP polarity at a basic level; Define beta and alpha as operating-condition ratios; Differentiate enhancement/depletion MOSFET behavior; Explain VGS(th) is not an RDS(on) guarantee; Identify CMOS, IGBT and Darlington roles",w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.6,Identify multi-junction semiconductors as to type and applications:,3,Electronic Components,7,"Component families, ratings, magnetism, and machines",W07-CETA-v16.3 · SCR/DIAC/TRIAC and diode families,"v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-015; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,SCR/DIAC/TRIAC and diode families,SEM-3-07-015,Differentiate silicon/germanium/Schottky/LED/photo/Zener roles; Calculate diode current/power and check ratings; Explain Zener regulator current limiting; Explain SCR gate trigger and latching/holding current; Differentiate TRIAC bidirectional AC control and DIAC triggering,w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.6.1,"Identify Diacs, Triacs and SCRs (silicon-controlled rectifiers) and explain their operation",3,Electronic Components,7,"Component families, ratings, magnetism, and machines",W07-CETA-v16.3 · SCR/DIAC/TRIAC and diode families,"v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-015; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,SCR/DIAC/TRIAC and diode families,SEM-3-07-015,Differentiate silicon/germanium/Schottky/LED/photo/Zener roles; Calculate diode current/power and check ratings; Explain Zener regulator current limiting; Explain SCR gate trigger and latching/holding current; Differentiate TRIAC bidirectional AC control and DIAC triggering,w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.6.2,Compare SCRs with other semiconductors,3,Electronic Components,7,"Component families, ratings, magnetism, and machines",W07-CETA-v16.3 · SCR/DIAC/TRIAC and diode families,"v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-015; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,SCR/DIAC/TRIAC and diode families,SEM-3-07-015,Differentiate silicon/germanium/Schottky/LED/photo/Zener roles; Calculate diode current/power and check ratings; Explain Zener regulator current limiting; Explain SCR gate trigger and latching/holding current; Differentiate TRIAC bidirectional AC control and DIAC triggering,w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.7,"Identify various diode types: Silicon, Schottky, Germanium, LED, photo, Zener",3,Electronic Components,7,"Component families, ratings, magnetism, and machines",W07-CETA-v16.3 · SCR/DIAC/TRIAC and diode families,"v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-015; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,SCR/DIAC/TRIAC and diode families,SEM-3-07-015,Differentiate silicon/germanium/Schottky/LED/photo/Zener roles; Calculate diode current/power and check ratings; Explain Zener regulator current limiting; Explain SCR gate trigger and latching/holding current; Differentiate TRIAC bidirectional AC control and DIAC triggering,w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.7.1,"Describe Silicon, Schottky, Germanium, LED, Photo, and Zener operations and applications",3,Electronic Components,7,"Component families, ratings, magnetism, and machines",W07-CETA-v16.3 · SCR/DIAC/TRIAC and diode families,"v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-015; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,SCR/DIAC/TRIAC and diode families,SEM-3-07-015,Differentiate silicon/germanium/Schottky/LED/photo/Zener roles; Calculate diode current/power and check ratings; Explain Zener regulator current limiting; Explain SCR gate trigger and latching/holding current; Differentiate TRIAC bidirectional AC control and DIAC triggering,w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.7.2,"Analyze voltage bias, current, and power consumption in a circuit for Silicon and Germanium diodes",3,Electronic Components,7,"Component families, ratings, magnetism, and machines",W07-CETA-v16.3 · SCR/DIAC/TRIAC and diode families,"v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-015; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,SCR/DIAC/TRIAC and diode families,SEM-3-07-015,Differentiate silicon/germanium/Schottky/LED/photo/Zener roles; Calculate diode current/power and check ratings; Explain Zener regulator current limiting; Explain SCR gate trigger and latching/holding current; Differentiate TRIAC bidirectional AC control and DIAC triggering,w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,3.7.3,Explain Zener diode ratings; describe usage in regulator circuits,3,Electronic Components,7,"Component families, ratings, magnetism, and machines",W07-CETA-v16.3 · SCR/DIAC/TRIAC and diode families,"v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Compare metal-film, wirewound, thermistor, potentiometer, and rheostat by one defining behavior and one practical use. | Decode a resistor value from a sample color/printed code and state tolerance if provided. | Given a relay coil and transistor driver, explain why a flyback path is required and what contact rating must be checked separately from the coil rating.","Choose a replacement for a failed 100 ohm resistor in a circuit dissipating 1.5 W at several hundred kilohertz. Compare a small metal-film part and a wirewound power resistor, and explain which additional ratings or parasitic behavior you would investigate before choosing. Then extend the reasoning to a relay replacement: coil and contacts must be checked as separate subsystems.",Required semantic task SEM-3-07-015; required primary lesson gate; v16.3 integrated lesson checks; Week 7 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-008: Datasheet table, calculations, annotated schematic, off/on measurement table, one fault diagnosis, and verified correction. Physical proficiency is credited only on the physical route.",LAB-008,16.3.64,PASS,SCR/DIAC/TRIAC and diode families,SEM-3-07-015,Differentiate silicon/germanium/Schottky/LED/photo/Zener roles; Calculate diode current/power and check ratings; Explain Zener regulator current limiting; Explain SCR gate trigger and latching/holding current; Differentiate TRIAC bidirectional AC control and DIAC triggering,w07-transformer-relay,CETa,CETa semantic baseline v16.3
CETa,10.1,Explain shock hazards when servicing power supplies in electronic equipment,10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Power-supply hazards, transformer versus line-connected supplies, and protection","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-041; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Power-supply hazards, transformer versus line-connected supplies, and protection",SEM-10-09-041,Recognize stored/mains energy hazards; Differentiate galvanic-isolated and line-connected supplies; Recognize integrated high-voltage supply boundary; Explain source-side overcurrent protection purpose; Match fuse type/voltage/current/interrupting rating and do not up-rate,w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
CETa,10.2,Describe the differences between transformer powered supplies and line-connected supplies,10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Power-supply hazards, transformer versus line-connected supplies, and protection","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-041; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Power-supply hazards, transformer versus line-connected supplies, and protection",SEM-10-09-041,Recognize stored/mains energy hazards; Differentiate galvanic-isolated and line-connected supplies; Recognize integrated high-voltage supply boundary; Explain source-side overcurrent protection purpose; Match fuse type/voltage/current/interrupting rating and do not up-rate,w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
CETa,10.3,Describe battery supplies and list common usages:,10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Batteries, charging, capacity, and protection","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-042; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Batteries, charging, capacity, and protection",SEM-10-09-042,Identify chemistry-specific charging requirement; Explain Ah as capacity under conditions; Explain common CC/CV lithium-ion concept; Recognize BMS/protection limits; Do not recharge primary cells; inspect damage/temperature/polarity,w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
CETa,10.3.1,Explain battery recharging principles,10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Batteries, charging, capacity, and protection","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-042; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Batteries, charging, capacity, and protection",SEM-10-09-042,Identify chemistry-specific charging requirement; Explain Ah as capacity under conditions; Explain common CC/CV lithium-ion concept; Recognize BMS/protection limits; Do not recharge primary cells; inspect damage/temperature/polarity,w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
CETa,10.4,"Explain the reasons for filtering, describe hum, and identify common filter types:",10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Rectification, L/T/Pi filters, regulation, and DC calculations","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-043; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Rectification, L/T/Pi filters, regulation, and DC calculations",SEM-10-09-043,"Differentiate half-wave/full-wave/bridge rectification; Explain reservoir-capacitor ripple reduction; Identify L, T and Pi filter topology; Explain regulation purpose/components; Account for RMS-to-peak and diode drops; Recognize multiple-output rail/reference/current limits",w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
CETa,10.4.1,"“L” (L-section, choke or inductor) filter – an inductor in series with a capacitor in parallel",10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Rectification, L/T/Pi filters, regulation, and DC calculations","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-043; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Rectification, L/T/Pi filters, regulation, and DC calculations",SEM-10-09-043,"Differentiate half-wave/full-wave/bridge rectification; Explain reservoir-capacitor ripple reduction; Identify L, T and Pi filter topology; Explain regulation purpose/components; Account for RMS-to-peak and diode drops; Recognize multiple-output rail/reference/current limits",w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
CETa,10.4.2,"“T” filter –add a second choke on output side, taking the output across the capacitor",10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Rectification, L/T/Pi filters, regulation, and DC calculations","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-043; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Rectification, L/T/Pi filters, regulation, and DC calculations",SEM-10-09-043,"Differentiate half-wave/full-wave/bridge rectification; Explain reservoir-capacitor ripple reduction; Identify L, T and Pi filter topology; Explain regulation purpose/components; Account for RMS-to-peak and diode drops; Recognize multiple-output rail/reference/current limits",w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
CETa,10.4.3,“Pi” filter – a single inductor with a capacitor at each end to common,10,Power Supplies,9,Power-supply blocks and their expected signals,"W09-CETA-v16.3 · Rectification, L/T/Pi filters, regulation, and DC calculations","v16.3 integrated lesson: subject-specific technical instruction, instructional visual, worked examples, guided practice, changed independent scenario, knowledge checks, and required semantic evidence.","Draw expected waveforms at transformer secondary, bridge output, reservoir capacitor, and regulated output. | For 100 mA load, 1000 uF, and 100 Hz ripple, estimate ripple voltage. | Compare a linear regulator and buck converter for efficiency, dissipation, noise, complexity, and required headroom.","Analyze a low-voltage 12 V-to-5 V supply architecture. Choose either a linear regulator or buck converter for a 500 mA load, estimate input/output power and major dissipation, identify protection needed, and specify the DMM/scope measurements that would distinguish input-source failure, rectifier/filter failure, regulator dropout, and output short.",Required semantic task SEM-10-09-043; required primary lesson gate; v16.3 integrated lesson checks; Week 9 mastery/teach-back.,Correct auto-graded lesson checks where applicable; topic-specific constructed-response/performance evidence; changed-context practice; weekly cumulative mastery; physical evidence when required.,"LAB-009: Block diagram, calculations, safety boundary, rail table, ripple capture, fault hypothesis sequence, correction, and retest. Physical proficiency is credited only on the physical route.",LAB-009,16.3.64,PASS,"Rectification, L/T/Pi filters, regulation, and DC calculations",SEM-10-09-043,"Differentiate half-wave/full-wave/bridge rectification; Explain reservoir-capacitor ripple reduction; Identify L, T and Pi filter topology; Explain regulation purpose/components; Account for RMS-to-peak and diode drops; Recognize multiple-output rail/reference/current limits",w09-power-supply-blocks,CETa,CETa semantic baseline v16.3
