"track","code","officialRequirement","category","categoryTitle","week","lesson","teachingSection","teachingLevel","guidedPractice","independentPractice","assessmentEvidence","masteryEvidence","laboratoryEvidence","labId"
"CETa","9.2","List other common basic electronic formulas","9","Mathematics and Formulas","1","The four quantities and the circuit they describe","W01-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.2; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"CETa","9.8","Explain the International System of Units (SI) prefixes (metric) and conversions","9","Mathematics and Formulas","1","The four quantities and the circuit they describe","W01-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.8 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.8 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.8; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"CETa","9.9","Define exponents (powers of 10) and their calculations","9","Mathematics and Formulas","1","The four quantities and the circuit they describe","W01-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 9.9 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 9.9 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:9.9; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"Career","C1.1","Prepare a low-voltage electronics bench using current limits, safe power-up sequencing, and an explicit stop condition.","C1","Bench Safety & ESD","1","Safe bench setup, prediction, and measurement","W01-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C1.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C1.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C1.1; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"Career","C1.2","Apply ESD controls appropriate to CMOS/semiconductor handling and explain when straps, mats, grounding, and antistatic storage matter.","C1","Bench Safety & ESD","1","Safe bench setup, prediction, and measurement","W01-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C1.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C1.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C1.2; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"Career","C1.3","Distinguish safe low-voltage troubleshooting from work that requires qualified supervision, isolation, or energized-work procedures.","C1","Bench Safety & ESD","1","Safe bench setup, prediction, and measurement","W01-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C1.3 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C1.3 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C1.3; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"Career","C1.4","Perform a pre-power inspection for polarity, shorts, connector orientation, exposed conductors, and current-limit settings.","C1","Bench Safety & ESD","1","Safe bench setup, prediction, and measurement","W01-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C1.4 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C1.4 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C1.4; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"Career","C1.6","Document a safety or setup hazard and the corrective action before continuing a test.","C1","Bench Safety & ESD","1","Safe bench setup, prediction, and measurement","W01-CAREER-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain C1.6 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply C1.6 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CAREER:C1.6; in-lesson knowledge check; Week 1 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-001: Calculation with units, pre-power checklist, circuit/simulation image, measured voltage and current, percent difference, and one troubleshooting observation. Physical proficiency is credited only on the physical route.","LAB-001"
"CETa","2.2.1","Explain the different types of magnetic fields","2","Electrical Theory","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.2.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.2.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.2.1; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","2.2.2","Explain the direct relationship between electricity and magnetism","2","Electrical Theory","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.2.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.2.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.2.2; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","2.5.1","Review EM5 competencies for more detail","2","Electrical Theory","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.5.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.5.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.5.1; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","2.6","Explain the differences between current, voltage and resistance","2","Electrical Theory","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.6 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.6 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.6; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","2.7","Differentiate between the types of resistive materials and how resistors are used in electronics","2","Electrical Theory","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.7 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.7 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.7; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","2.12.1","Identify Peak, Peak-to-Peak, and RMS AC sources","2","Electrical Theory","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.12.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.12.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.12.1; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","2.12.2","Identify Duty Cycle and Pulse Width DC sources","2","Electrical Theory","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 2.12.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 2.12.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:2.12.2; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","4.1","Identify and describe the operation of common DC circuits","4","Electronic Circuits: Series and Parallel","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 4.1 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 4.1 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:4.1; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","4.2","Identify and describe the operation of common AC circuits","4","Electronic Circuits: Series and Parallel","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 4.2 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 4.2 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:4.2; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
"CETa","4.3","Explain how series circuits, R, L, C are used in electronics equipment","4","Electronic Circuits: Series and Parallel","2","Series, parallel, KVL, KCL, and divider reasoning","W02-CETA-DEPTH · Competency clinic","Alfred-authored explanation with mechanism, distinction, example, misconception, and evidence rule","Underline the action verb; explain 4.3 in plain language; give a circuit, instrument, component, code, procedure, or work example; then state valid evidence.","Apply 4.3 in a changed scenario without notes and distinguish the correct reasoning from one plausible shortcut.","Current reviewed question mapped to CETA:4.3; in-lesson knowledge check; Week 2 mastery/teach-back.","Correct retrieval, changed-context transfer, explanation of the tempting error, and later cumulative/retention evidence; safety-critical work also requires the stated perfect check.","LAB-002: Annotated schematic, calculations, loaded/unloaded results, fault log, root cause, repair, and verification. Physical proficiency is credited only on the physical route.","LAB-002"
